Place,TravelCost,StayCost,SightseeingCost,TotalCost
Shimla,4154,6598,2479,13231
Cherrapunji,5050,3404,4568,13022
Tuting,2043,4924,651,7618
Kalimpong,2382,8247,962,11591
Guwahati,3320,7685,2236,13241
Coorg,4755,9144,3851,17750
Guwahati,9653,11079,3745,24477
Mumbai,1332,3519,683,5534
Diu,8514,5874,913,15301
Imphal,6516,5782,4774,17072
Hyderabad,3127,7276,2738,13141
Kaziranga,7866,10316,3074,21256
Nainital,3773,8043,2843,14659
Mawsynram,5281,8990,3757,18028
Ranthambore,3442,7838,903,12183
Pondicherry,8595,5573,3423,17591
Gangtok,4198,4962,3427,12587
Chennai,4168,4081,4800,13049
Indore,5616,10656,1871,18143
Jabalpur,4938,11044,1236,17218
Bikaner,6944,2652,4479,14075
Zemithang,9110,8314,4540,21964
Chitrakoot,3923,10385,2063,16371
Kovalam,8308,9778,2874,20960
Rourkela,7074,2960,4221,14255
Patna,3416,9514,1231,14161
Pelling,4173,2220,2366,8759
Rourkela,2966,6638,2150,11754
Ranthambore,5008,8251,873,14132
Hyderabad,3742,7315,2854,13911
Nainital,8146,3800,1080,13026
Manali,1978,10568,3946,16492
Udaipur,7577,3264,1123,11964
Mahabalipuram,9083,7973,1748,18804
Rishikesh,9430,4726,4945,19101
Tawang,1328,6459,4953,12740
Coorg,9286,3297,4856,17439
Shillong,2508,10357,2686,15551
Konark,9831,11948,2762,24541
Siliguri,4484,7802,1951,14237
Itanagar,9669,3612,4638,17919
Jorhat,8565,5950,1069,15584
Shimla,2913,3867,4145,10925
Pasighat,7620,8252,2652,18524
Majuli,4434,4563,775,9772
Bomdila,6906,3885,611,11402
Bikaner,6522,9014,2574,18110
Chennai,6626,9404,3079,19109
Chittorgarh,2477,11487,4981,18945
Chitrakoot,8569,3701,3104,15374
Rourkela,2192,8146,4621,14959
Patna,2416,11006,4453,17875
Aizawl,2980,9223,2947,15150
Rajasthan,5849,7849,3417,17115
Nagpur,8929,9890,3102,21921
Cuttack,1250,8117,2454,11821
Bundi,1167,6815,525,8507
Guwahati,1817,6783,3777,12377
Daman,9013,11179,1924,22116
Rourkela,3885,10024,1219,15128
Rajasthan,4098,5875,1899,11872
Majuli,8373,2536,4478,15387
Shirdi,7532,9853,2061,19446
Rajasthan,4640,8374,3727,16741
Rajasthan,1477,1700,4978,8155
Mawsynram,1582,5667,996,8245
Cherrapunji,5595,11152,2927,19674
Pune,9396,5861,1139,16396
Jabalpur,9354,5526,764,15644
Tawang,9848,6063,2594,18505
Bodh Gaya,4321,3687,625,8633
Pondicherry,8032,8262,3327,19621
Mawsynram,3647,7526,4322,15495
Mussoorie,6676,5904,3204,15784
Kaziranga,9007,10289,4991,24287
Along,7364,6004,2891,16259
Indore,3939,6633,2797,13369
Ratnagiri,3626,6570,1640,11836
Diu,6436,7441,3538,17415
Imphal,9099,6198,4156,19453
Sanchi,1508,9290,4302,15100
Itanagar,2030,5039,4904,11973
Pasighat,4341,4946,4949,14236
Leh,1453,4407,2257,8117
Mawsynram,5665,7116,3797,16578
Hyderabad,2205,1875,1012,5092
Pasighat,5932,9234,3893,19059
Pelling,7916,5772,867,14555
Amarkantak,8396,8139,4482,21017
Pelling,5845,7153,4220,17218
Khonsa,3151,4239,1358,8748
Daman,6294,6635,4255,17184
Kalimpong,4624,6389,4779,15792
Indore,3158,7255,4921,15334
Delhi,2714,7566,4560,14840
Rishikesh,1627,10976,4113,16716
Pelling,7598,1775,3058,12431
Satara,8168,5510,4882,18560
Mahabalipuram,2466,4370,3789,10625
Darjeeling,9073,10741,4487,24301
Munnar,3813,2902,1840,8555
Pelling,1393,10461,2607,14461
Tuting,1831,6869,1852,10552
Bhubaneswar,7734,9558,2128,19420
Kolkata,9588,2903,1417,13908
Sikkim,8080,9701,2157,19938
Rourkela,8279,7386,3334,18999
Solapur,5803,11371,1871,19045
Khajuraho,3006,7963,2731,13700
Kovalam,3269,9360,1179,13808
Ajanta,2613,5399,4777,12789
Kalimpong,5712,6843,950,13505
Ellora,6358,9814,988,17160
Shillong,4768,2483,1728,8979
Ziro,8293,4953,1948,15194
Coorg,6493,1676,2307,10476
Ranthambore,2218,8576,2184,12978
Mawsynram,3583,1522,1619,6724
Mumbai,2395,8934,3399,14728
Kanyakumari,6779,10974,4342,22095
Gwalior,6530,11196,714,18440
Hampi,4038,7856,4482,16376
Shirdi,1601,5287,1330,8218
Goa,7925,6202,3506,17633
Rourkela,9180,5678,1017,15875
Coorg,5064,11394,2130,18588
Sanchi,7425,11032,4733,23190
Nagpur,4214,11404,2582,18200
Kaziranga,5161,4689,2231,12081
Kodaikanal,7128,2336,1366,10830
Zemithang,3881,9001,807,13689
Jabalpur,1419,5362,3669,10450
Dirang,6214,1989,842,9045
Leh,6367,6352,1358,14077
Nagpur,9231,10516,2331,22078
Rajasthan,8082,8989,4979,22050
Kolhapur,9081,3679,2796,15556
Mumbai,4518,1662,1050,7230
Bikaner,3696,4829,727,9252
Leh,4702,2013,1917,8632
Tawang,5874,10798,4496,21168
Coorg,4257,4692,3745,12694
Solapur,6812,11452,2567,20831
Bundi,6224,3531,1240,10995
Khonsa,4891,2764,722,8377
Munnar,3647,7366,3928,14941
Varanasi,8451,7113,1331,16895
Tawang,3729,2145,3363,9237
Mechuka,4641,11719,4194,20554
Kanyakumari,3651,2248,752,6651
Bangalore,5200,1603,927,7730
Mechuka,4490,11828,2598,18916
Diu,8965,3535,4568,17068
Cuttack,4136,2668,4780,11584
Khonsa,9243,10308,3521,23072
Shimla,2187,8214,2296,12697
Kovalam,3042,3765,1764,8571
Pune,1825,4134,2984,8943
Mount Abu,6482,2976,2406,11864
Gangtok,6573,3102,2441,12116
Bodh Gaya,6588,11777,3291,21656
Kanyakumari,8517,5402,3632,17551
Khandala,9745,8655,573,18973
Ziro,3026,10059,3210,16295
Lakshadweep,9006,7164,2853,19023
Tuting,8892,8422,1275,18589
Kaziranga,1773,10614,4929,17316
Bangalore,7138,9179,1485,17802
Shillong,3292,6911,4627,14830
Haridwar,8924,6355,4332,19611
Kanyakumari,1075,8682,2807,12564
Mount Abu,3073,10440,3768,17281
Tezpur,2605,4422,2105,9132
Nainital,6517,2786,3702,13005
Delhi,1807,7728,1563,11098
Kolhapur,5582,6724,3917,16223
Lakshadweep,9060,5200,4057,18317
Pelling,2740,2249,2943,7932
Chennai,3315,8229,662,12206
Lonavala,3174,5379,4009,12562
Manali,8215,11500,3821,23536
Rishikesh,2212,4723,702,7637
Bangalore,5622,3372,3776,12770
Gangtok,8989,5235,1043,15267
Ellora,8546,4386,858,13790
Kalimpong,9242,8310,2584,20136
Amritsar,3001,8831,4890,16722
Solapur,2359,11033,2338,15730
Diu,3218,2744,4535,10497
Dirang,7739,9331,4237,21307
Siliguri,6542,11533,3400,21475
Lonavala,6996,11923,544,19463
Kalimpong,1930,2900,946,5776
Tawang,8570,3842,3336,15748
Hampi,8976,11276,4478,24730
Tuting,2116,3674,4126,9916
Dirang,3550,7839,2902,14291
Ratnagiri,7332,8888,1233,17453
Ajanta,8302,4085,3199,15586
Khonsa,4280,8861,2429,15570
Bhubaneswar,7601,1556,1852,11009
Roing,8942,7557,667,17166
Indore,9696,3618,4465,17779
Ranthambore,6942,3892,1480,12314
Dirang,5875,3092,2372,11339
Manali,6354,11289,1766,19409
Lonavala,5294,11961,4793,22048
Bhopal,8901,5549,644,15094
Jaisalmer,3668,10830,4726,19224
Nainital,3482,1885,3034,8401
Along,3416,7650,3605,14671
Rourkela,5492,11228,4631,21351
Mechuka,2890,10315,4382,17587
Shimla,5777,10644,2563,18984
Daman,8937,7620,1098,17655
Rourkela,3342,4725,3930,11997
Bangalore,6342,11103,2525,19970
Kolkata,7230,3199,3532,13961
Ratnagiri,2666,9896,4333,16895
Rourkela,1075,2666,1137,4878
Jaipur,3465,6428,1842,11735
Pondicherry,7551,7862,4274,19687
Andaman,8769,1794,2299,12862
Bundi,7663,6931,4106,18700
Andaman,2734,7727,575,11036
Konark,5657,10955,3865,20477
Ajanta,4232,4771,2206,11209
Aurangabad,1612,5461,4211,11284
Bikaner,4166,3319,2982,10467
Gwalior,4645,2473,3586,10704
Itanagar,9560,6616,516,16692
Dirang,7607,10459,4316,22382
Diu,9900,5460,2343,17703
Munnar,3990,4532,1241,9763
Shimla,8825,1817,2955,13597
Tezpur,3776,1536,3907,9219
Bangalore,3761,6040,1112,10913
Itanagar,2119,2402,3033,7554
Mumbai,6648,6765,683,14096
Rishikesh,7952,9451,1258,18661
Tuting,8751,9483,3766,22000
Daman,3991,6270,2717,12978
Agra,9808,10167,3958,23933
Rajgir,8797,11968,946,21711
Indore,3325,2776,4260,10361
Itanagar,5525,9423,3774,18722
Amritsar,3461,5813,3635,12909
Diu,6692,11792,4490,22974
Nalanda,6784,9466,1555,17805
Mechuka,4297,8451,3061,15809
Gwalior,3240,9744,2061,15045
Goa,8444,2711,1788,12943
Nashik,3893,4357,3615,11865
Ratnagiri,1821,8966,2725,13512
Jabalpur,2685,7638,847,11170
Bodh Gaya,3924,4067,4862,12853
Chitrakoot,5439,10185,3936,19560
Bhubaneswar,2759,8727,4053,15539
Bomdila,5044,8292,4143,17479
Lakshadweep,2568,1790,4034,8392
Jaisalmer,5868,7275,949,14092
Mahabalipuram,1231,2251,2198,5680
Amritsar,5576,5248,3283,14107
Orchha,2487,3237,4940,10664
Itanagar,4872,7879,1463,14214
Diu,7617,11478,3811,22906
Bhubaneswar,6467,8310,2954,17731
Puri,4511,6140,4245,14896
Puri,5394,3151,3659,12204
Shillong,6076,5463,4296,15835
Rajasthan,1916,10017,4603,16536
Siliguri,6453,7141,2225,15819
Alleppey,4507,9671,1532,15710
Mechuka,6384,9419,4603,20406
Siliguri,9046,7929,4244,21219
Haridwar,9549,4174,4883,18606
Konark,2437,11952,2975,17364
Khandala,5419,8608,3434,17461
Udaipur,3494,3359,573,7426
Jaipur,7444,7523,3762,18729
Solapur,2887,10987,968,14842
Munnar,7021,5982,4175,17178
Rajgir,1886,11466,4292,17644
Ooty,6744,7923,1530,16197
Varanasi,5886,3710,2881,12477
Kolhapur,7450,8949,4785,21184
Siliguri,9634,8138,2645,20417
Rourkela,5802,2407,1629,9838
Roing,9079,11315,891,21285
Nainital,8521,2941,4178,15640
Kodaikanal,3063,4096,4329,11488
Pune,7792,4165,1719,13676
Ellora,2262,11253,3368,16883
Rishikesh,8448,7630,3042,19120
Nashik,8473,8333,4811,21617
Tawang,6539,5558,1380,13477
Bhopal,6245,6517,2140,14902
Rourkela,9992,2104,932,13028
Gwalior,7510,9247,1133,17890
Hyderabad,6272,11443,1033,18748
Jorhat,8561,2453,533,11547
Darjeeling,2565,3240,2889,8694
Shillong,4917,3711,4792,13420
Tawang,4915,8004,2412,15331
Alibag,4717,6680,3632,15029
Konark,2782,3965,2424,9171
Hampi,1598,7725,893,10216
Aurangabad,9519,7210,4850,21579
Daman,1734,9292,4070,15096
Rourkela,2680,11433,782,14895
Pune,8677,4734,1635,15046
Nashik,6075,5039,4691,15805
Tawang,6056,8166,4891,19113
Nainital,6927,5551,2616,15094
Gwalior,9472,6858,2402,18732
Pasighat,3286,7102,4256,14644
Jorhat,6139,3668,3173,12980
Cherrapunji,6517,9033,3602,19152
Kolhapur,3401,3177,827,7405
Coorg,6498,4939,2080,13517
Daman,9012,11195,1588,21795
Bikaner,4611,4783,1928,11322
Lakshadweep,2313,3937,4265,10515
Kanyakumari,7473,7446,2286,17205
Dirang,4419,1683,3039,9141
Coorg,2844,8974,1964,13782
Pondicherry,4043,8277,4028,16348
Ajanta,5311,11321,1776,18408
Coorg,1790,6456,4987,13233
Chittorgarh,4940,7159,4583,16682
Mawsynram,9695,2239,3388,15322
Jabalpur,2870,4655,2188,9713
Kanyakumari,1615,11464,4512,17591
Varanasi,9602,10938,614,21154
Mechuka,4115,4653,2343,11111
Zemithang,6755,10516,2830,20101
Imphal,9817,4393,1733,15943
Kanyakumari,1299,6115,4511,11925
Bundi,1964,7727,2062,11753
Bundi,1806,10980,1281,14067
Sikkim,5150,9212,4732,19094
Manali,1591,4617,3282,9490
Kovalam,5432,4052,2261,11745
Rourkela,5194,6866,2921,14981
Tezpur,5692,7676,4748,18116
Ooty,3539,6092,3865,13496
Bangalore,5332,2270,2284,9886
Agra,5015,11111,2658,18784
Ellora,1487,4296,1231,7014
Goa,4906,9974,3988,18868
Jorhat,8390,6429,2595,17414
Mawsynram,7356,7920,730,16006
Mount Abu,5175,10315,1592,17082
Darjeeling,6053,2771,1555,10379
Agra,7978,10824,3014,21816
Jaisalmer,4584,1532,3793,9909
Mussoorie,7537,8051,4945,20533
Hampi,4772,6153,3000,13925
Mussoorie,9993,9142,4291,23426
Nagpur,6444,10950,3099,20493
Agra,2912,3581,4699,11192
Delhi,8559,2216,3519,14294
Guwahati,5475,6709,2660,14844
Satara,8003,6989,4081,19073
Khandala,4823,2540,4622,11985
Bomdila,6305,4798,1305,12408
Mahabalipuram,1751,11680,3016,16447
Sanchi,2671,4009,3674,10354
Rourkela,2961,5789,1371,10121
Bhubaneswar,5953,7407,4999,18359
Bikaner,1957,10459,4438,16854
Guwahati,1859,5884,4389,12132
Aurangabad,8545,11631,1215,21391
Indore,4843,8783,773,14399
Pelling,3119,4359,3840,11318
Kolkata,7266,3245,4337,14848
Bodh Gaya,7693,3664,4409,15766
Kalimpong,7200,5005,2292,14497
Andaman,8779,2719,989,12487
Ajanta,8989,6667,2937,18593
Pune,1475,5741,4782,11998
Nalanda,5866,11345,4451,21662
Pelling,4035,2676,678,7389
Cuttack,9985,4862,4364,19211
Udaipur,4780,10619,4111,19510
Jaisalmer,2784,7556,2464,12804
Ratnagiri,3399,3560,3433,10392
Nalanda,4336,2074,1709,8119
Ellora,6596,3388,4359,14343
Satara,3811,2429,756,6996
Itanagar,8875,4017,4711,17603
Bodh Gaya,5680,10524,3193,19397
Darjeeling,4657,6052,3146,13855
Bikaner,7884,6724,2889,17497
Nagpur,3962,6822,1240,12024
Varanasi,4911,3579,3944,12434
Bodh Gaya,6470,5638,3363,15471
Chittorgarh,4231,1689,1252,7172
Lakshadweep,9743,4865,1865,16473
Lonavala,5453,6253,1694,13400
Pune,8702,1936,1944,12582
Rourkela,6953,3857,4486,15296
Siliguri,5596,4499,1369,11464
Zemithang,4069,3715,1406,9190
Chennai,8835,11584,2400,22819
Aurangabad,1062,8405,3055,12522
Alibag,8608,2024,1820,12452
Darjeeling,5297,7122,2021,14440
Kanyakumari,6289,8009,4986,19284
Chittorgarh,8238,5430,4248,17916
Chennai,5491,2983,2826,11300
Imphal,2399,8259,3395,14053
Mount Abu,3920,8072,1128,13120
Kolkata,4582,9982,4358,18922
Ooty,5056,9276,1168,15500
Nagpur,8455,6387,2714,17556
Sikkim,4553,6266,4142,14961
Mechuka,1066,10488,1860,13414
Mechuka,3831,9503,1678,15012
Goa,5090,8351,2866,16307
Mawsynram,5295,2882,4938,13115
Rajasthan,5910,4812,1336,12058
Rajgir,8640,8257,2976,19873
Rourkela,1263,8893,3357,13513
Bhubaneswar,5630,2656,1851,10137
Chitrakoot,3813,8894,1450,14157
Nagpur,6869,7782,2643,17294
Ajanta,3228,8536,3505,15269
Leh,5972,7471,4142,17585
Mechuka,6160,4275,4490,14925
Lonavala,9502,9765,3281,22548
Coorg,5609,11321,4147,21077
Siliguri,5569,6204,2443,14216
Sikkim,7041,11294,3753,22088
Pune,3461,8542,4993,16996
Mount Abu,7069,10589,3611,21269
Rishikesh,7063,3800,2662,13525
Aurangabad,3249,11954,1546,16749
Pune,6572,9234,2586,18392
Mahabalipuram,1869,8635,3295,13799
Coorg,6941,4055,3173,14169
Shimla,3589,7418,3822,14829
Lakshadweep,1472,4141,1325,6938
Shimla,4330,2405,4970,11705
Chennai,9485,10228,2441,22154
Bundi,1921,11345,643,13909
Dirang,1937,6385,551,8873
Mussoorie,4357,8052,4295,16704
Kodaikanal,4191,5780,3315,13286
Lonavala,2154,3229,2593,7976
Sikkim,8708,4824,1649,15181
Gwalior,8420,2003,4525,14948
Pelling,1983,8584,2461,13028
Tawang,6156,3406,1653,11215
Imphal,1530,8596,1113,11239
Nagpur,5029,7349,3576,15954
Orchha,4024,3900,1970,9894
Sikkim,2430,5948,2195,10573
Kanyakumari,9700,5696,4809,20205
Udaipur,9280,8735,1634,19649
Bomdila,3899,10537,1453,15889
Siliguri,9590,7409,3888,20887
Tuting,5911,9705,2593,18209
Mumbai,7161,6165,3545,16871
Amarkantak,4082,3067,869,8018
Shirdi,8149,11031,4153,23333
Andaman,6298,3623,1469,11390
Manali,5760,10938,3958,20656
Coorg,4625,4105,2453,11183
Hyderabad,2063,3946,2696,8705
Nainital,3699,11738,1073,16510
Agra,4192,11506,1260,16958
Mussoorie,1482,1838,3027,6347
Itanagar,3857,3410,973,8240
Munnar,2447,6363,2041,10851
Sanchi,9852,3242,4141,17235
Rajgir,9561,10085,2310,21956
Bundi,9356,4233,4339,17928
Gwalior,6599,10307,4743,21649
Manali,8113,10960,934,20007
Diu,1411,5323,3253,9987
Daman,1825,11520,2641,15986
Tezpur,4546,3630,553,8729
Konark,8366,1848,629,10843
Rajgir,2063,11671,1551,15285
Mount Abu,7752,11180,2347,21279
Chitrakoot,1265,9160,4154,14579
Chittorgarh,9446,7811,3236,20493
Shirdi,4271,2415,3939,10625
Lakshadweep,1735,2141,1411,5287
Ooty,7386,6262,860,14508
Nalanda,2036,8856,1173,12065
Haridwar,1879,10596,4947,17422
Diu,1037,5712,582,7331
Amarkantak,1231,6597,3461,11289
Kalimpong,1482,4424,4612,10518
Kalimpong,1185,6351,4769,12305
Majuli,9316,3749,3464,16529
Bikaner,7854,8822,4164,20840
Delhi,6716,10073,3959,20748
Dirang,9643,8118,3174,20935
Kodaikanal,2889,10461,2905,16255
Zemithang,5484,9909,4371,19764
Shirdi,8906,6026,2931,17863
Tuting,2956,3265,4644,10865
Jaisalmer,5510,3804,1716,11030
Kolhapur,6017,11756,4675,22448
Kolkata,6390,3877,847,11114
Mahabalipuram,5837,4102,1678,11617
Amarkantak,9418,2078,2734,14230
Lonavala,8089,3497,973,12559
Alleppey,5202,4498,4087,13787
Nainital,8236,1601,2511,12348
Mechuka,8412,11000,4845,24257
Imphal,7624,11325,1840,20789
Dirang,2333,8953,1173,12459
Pasighat,2111,3964,4127,10202
Ziro,6564,11449,612,18625
Ajanta,5698,8395,2543,16636
Bangalore,7589,8817,2753,19159
Hyderabad,7304,4837,978,13119
Rajgir,5077,8834,3675,17586
Tuting,3232,10932,2901,17065
Tezpur,7374,1987,4090,13451
Amarkantak,8500,10330,2881,21711
Andaman,1127,2333,3238,6698
Ooty,3836,10945,3173,17954
Ellora,7364,9755,3718,20837
Shillong,8588,5059,995,14642
Pondicherry,7895,2749,4321,14965
Leh,7582,3705,3729,15016
Ajanta,9651,10675,2087,22413
Mahabalipuram,5585,10868,2068,18521
Gangtok,6435,6604,567,13606
Gangtok,9737,8730,2736,21203
Tezpur,6103,1744,2966,10813
Bhubaneswar,7131,8420,1365,16916
Nalanda,6717,11582,2792,21091
Alibag,1396,3193,2648,7237
Guwahati,5559,2739,877,9175
Ziro,9809,4324,1199,15332
Varanasi,5579,10274,2442,18295
Leh,5766,5800,3030,14596
Bikaner,1890,7182,2822,11894
Roing,7991,2501,4132,14624
Rajasthan,5252,6182,812,12246
Bundi,7154,11008,1117,19279
Kolkata,5504,11919,4349,21772
Pasighat,4317,11093,2886,18296
Dirang,9782,4876,2843,17501
Hampi,8068,2129,845,11042
Imphal,9136,8793,3280,21209
Diu,9836,8560,1828,20224
Bomdila,8569,11402,1649,21620
Coorg,7431,5883,4444,17758
Chennai,8068,9425,713,18206
Diu,1650,2684,1180,5514
Jabalpur,2435,9538,3025,14998
Aurangabad,2276,5370,2271,9917
Kolkata,3353,4913,2526,10792
Mechuka,4633,5060,3441,13134
Nainital,3156,3377,2526,9059
Haridwar,7179,4564,3712,15455
Andaman,6456,3561,3041,13058
Indore,1052,2075,2827,5954
Chennai,3694,4128,4643,12465
Sikkim,2368,6966,3696,13030
Andaman,6905,5804,3684,16393
Nashik,4028,11412,1447,16887
Kovalam,2216,10876,1390,14482
Amritsar,1932,4030,1979,7941
Amritsar,1521,3119,1038,5678
Pune,5434,5817,1751,13002
Kolkata,7088,1832,4877,13797
Khonsa,9493,2011,1087,12591
Aizawl,7336,1869,4955,14160
Roing,4076,5282,1264,10622
Lonavala,8888,6168,1335,16391
Aizawl,1341,8054,3930,13325
Guwahati,6179,10233,3902,20314
Chitrakoot,1876,2181,4131,8188
Khajuraho,3761,4350,2164,10275
Zemithang,8529,6619,1522,16670
Majuli,2131,4089,3818,10038
Mahabalipuram,9821,10903,4238,24962
Puri,9301,10319,3098,22718
Ranthambore,3180,8697,2292,14169
Mechuka,1116,5282,4182,10580
Diu,9486,8950,2310,20746
Diu,3314,7370,3444,14128
Aizawl,2369,4611,4448,11428
Bikaner,1317,7859,4082,13258
Khandala,3345,7431,4607,15383
Gangtok,8678,7736,3703,20117
Varanasi,5976,3299,1054,10329
Amritsar,6259,8848,1887,16994
Aizawl,8537,2618,4137,15292
Delhi,3596,10501,4626,18723
Indore,4431,8458,3747,16636
Jorhat,2753,6972,2741,12466
Ooty,3641,8845,1890,14376
Coorg,1927,10014,4462,16403
Daman,2302,6818,2212,11332
Satara,7521,7388,4993,19902
Solapur,8800,8445,1927,19172
Mahabalipuram,2209,11961,843,15013
Bhubaneswar,1935,8696,2035,12666
Agra,2211,11133,2952,16296
Alleppey,9354,11183,605,21142
Darjeeling,8595,4145,2682,15422
Haridwar,2578,4317,2002,8897
Bomdila,8101,10420,4802,23323
Bangalore,2028,6490,3107,11625
Munnar,6301,9161,3843,19305
Nagpur,2396,3722,4455,10573
Ellora,2976,6360,3911,13247
Tuting,1170,10183,3508,14861
Orchha,1059,3958,3586,8603
Bikaner,3880,10162,597,14639
Lakshadweep,9703,11447,4850,26000
Ellora,7460,10491,641,18592
Pelling,1503,1572,3069,6144
Gwalior,1191,6923,2030,10144
Alleppey,5098,9944,2702,17744
Along,5117,8167,3655,16939
Jorhat,2743,11030,1429,15202
Cuttack,9068,10845,3569,23482
Roing,2100,8672,4257,15029
Bomdila,8624,2991,4563,16178
Tezpur,7456,8151,4012,19619
Bikaner,6790,8730,833,16353
Mechuka,7504,8712,3566,19782
Roing,4771,10947,2124,17842
Khajuraho,8616,10819,4832,24267
Mussoorie,1631,5271,1609,8511
Patna,3506,7127,4055,14688
Alibag,7397,9480,687,17564
Khonsa,3948,1872,4790,10610
Aurangabad,1976,3682,4906,10564
Gangtok,3229,5528,4149,12906
Alibag,2524,2713,1658,6895
Pasighat,5510,11145,922,17577
Kolhapur,3993,7889,2913,14795
Shimla,6707,9410,2023,18140
Indore,8468,6248,1732,16448
Coorg,8643,11279,4073,23995
Shimla,8807,11600,2818,23225
Bundi,3381,8224,947,12552
Ajanta,3097,9284,4041,16422
Ziro,4890,10330,3373,18593
Aurangabad,1436,7010,859,9305
Rourkela,9418,2657,3180,15255
Mawsynram,9642,5151,2421,17214
Chittorgarh,2678,5644,3416,11738
Imphal,9655,2086,3192,14933
Varanasi,9804,4074,3606,17484
Rishikesh,1533,6084,4252,11869
Tuting,9057,7089,3776,19922
Ellora,9578,9754,516,19848
Rishikesh,3309,2694,1329,7332
Majuli,4589,6512,873,11974
Tuting,4899,10141,3577,18617
Tawang,7406,3981,4205,15592
Kovalam,6947,2657,3271,12875
Lonavala,2833,5417,1522,9772
Solapur,6944,8336,4117,19397
Zemithang,9101,9864,3921,22886
Rourkela,9962,11943,3752,25657
Dirang,1820,9537,2117,13474
Lakshadweep,5312,3425,1180,9917
Kaziranga,8682,11648,4237,24567
Aizawl,4460,3656,1917,10033
Rajgir,7518,7855,4014,19387
Shimla,9516,2982,4093,16591
Sanchi,4429,6713,2233,13375
Chitrakoot,2066,8147,4224,14437
Varanasi,6508,7476,4217,18201
Ooty,6837,4871,3795,15503
Kodaikanal,2872,10629,1262,14763
Andaman,3895,9752,1408,15055
Imphal,7640,2707,1991,12338
Roing,1588,1883,4332,7803
Rishikesh,1025,10600,3581,15206
Andaman,3590,3631,2723,9944
Nalanda,6291,8383,1648,16322
Zemithang,2918,10806,4078,17802
Cuttack,4792,7674,4627,17093
Pondicherry,9048,4346,2992,16386
Rajasthan,7257,5628,753,13638
Roing,4914,6475,4158,15547
Zemithang,3854,6304,1326,11484
Ratnagiri,6424,7143,2478,16045
Patna,3614,4336,3093,11043
Nashik,1419,2575,3201,7195
Goa,8939,6020,3208,18167
Rajgir,6142,11507,2018,19667
Sikkim,1948,9693,3334,14975
Chennai,8931,1701,3626,14258
Ziro,6460,2298,3644,12402
Rourkela,7358,10196,1294,18848
Ooty,3785,11176,4194,19155
Aurangabad,9315,7376,1278,17969
Andaman,7347,8151,4765,20263
Khonsa,1547,4268,4024,9839
Chittorgarh,6354,2696,2319,11369
Solapur,3467,5349,1393,10209
Ooty,7788,4460,4242,16490
Shillong,1802,5163,1339,8304
Bikaner,9102,9504,700,19306
Rishikesh,3354,1724,3362,8440
Jorhat,4242,7988,2965,15195
Chitrakoot,7894,7258,3435,18587
Haridwar,5105,7816,2519,15440
Bodh Gaya,8015,4090,3121,15226
Ellora,7770,2081,2470,12321
Roing,4213,6609,2223,13045
Darjeeling,2090,11000,3193,16283
Mussoorie,1986,2203,930,5119
Varanasi,8051,3572,3800,15423
Chittorgarh,5983,4447,1586,12016
Diu,1859,3819,4781,10459
Cuttack,1318,9113,3570,14001
Darjeeling,5203,8075,3699,16977
Alibag,6586,11262,1505,19353
Bangalore,7471,1609,1535,10615
Chitrakoot,6067,10631,1379,18077
Coorg,3518,6122,4141,13781
Nagpur,2697,6660,4612,13969
Kodaikanal,9574,6827,3466,19867
Bhopal,3633,8023,4078,15734
Guwahati,8394,3758,3465,15617
Bundi,9237,4630,4582,18449
Ratnagiri,4776,5306,1530,11612
Alibag,7046,11087,1919,20052
Coorg,5762,9395,2264,17421
Bikaner,4997,3397,4366,12760
Kodaikanal,2178,11152,3749,17079
Kolhapur,2155,4721,1610,8486
Bhopal,3898,7388,3350,14636
Munnar,8333,6067,3042,17442
Pondicherry,3054,3875,1516,8445
Bhubaneswar,1097,11214,3579,15890
Sanchi,8729,10149,4006,22884
Kalimpong,8334,10634,2926,21894
Shirdi,2315,6418,3973,12706
Darjeeling,4915,11380,4545,20840
Chitrakoot,9588,7187,3577,20352
Agra,2569,10025,1435,14029
Bikaner,7737,1900,3582,13219
Orchha,7320,6889,2662,16871
Dirang,1748,8447,1285,11480
Majuli,2787,9134,2043,13964
Khonsa,6184,5549,3651,15384
Kanyakumari,3573,10255,2949,16777
Solapur,9149,4374,1913,15436
Nainital,7345,6903,2890,17138
Zemithang,6396,11011,3267,20674
